category,created_on,lattitude,longitude,name,venue_id
grocery,1424237748,45.5719344,-73.6031941,Autcoinage Bitcoin ATM / Depanneur X-Ellent,5554
default,1424271782,41.7823563,2.6957838,"CryptoBit, S.L.",5555
shopping,1424294953,51.0525147,3.7489213,Dede Computer,5556
default,1424333027,22.2614346,114.129895,Bitspark Exchange and Remittance,5557
default,1424340137,45.4081856,11.8736244,Studio Commercialista D'Angelo,5558
shopping,1424359861,45.890274,11.0394864,Fantàsia Games Store,5559
shopping,1424366137,53.9414569,-8.0988501,Mary's Laundry & Dry Cleaners,5560
default,1424460869,51.0541044,3.717529,Arpeggio Music,5562
shopping,1424217507,51.1521217,-114.0613853,Colour bee painting,5551
cafe,1424489211,44.8370086,-0.5669786,Mediacafe au Calice du Dragon,5565
default,1424472648,-37.8175628,144.9673906,Helveticade Design Studio,5563
default,1473062435,10.1868347282228,-64.6436190605164,"Beardman Services & Supplies, C.A",8509
default,1425739651,44.7855709,20.4822638,Beograund Radio,5570
nightlife,1389316509,1.2823394,103.8457436,Bartini,6117
default,1424651928,-34.5808789,-58.4903179,"Soporte Tecnico, Diseño Web, Programación y Seguridad informatica",5573
nightlife,1424697265,48.3662013,15.4109047,Laglers wein.kost.bar,5574
food,1424760827,37.4850347,127.0294443,DINE&DRINK,5575
default,1424808910,44.9101675,12.0737376,Sandro Benazzi - Creare Ricchezza,5577
default,1424808773,45.4826683,11.0896916,Alberto Mantovani - Creare Ricchezza,5578
default,1424810880,45.5145582,12.2594858,Roberto Terzi - Creare Ricchezza,5579
default,1424883169,45.5720324,-73.8699822,Production MMM inc.,5580
default,1424881144,18.0315076,-63.0832634,Renzo Gracie SXM BJJ,5581
food,1424910347,46.829407,-71.2296524,Pizzeria Gemini,5582
shopping,1424944358,61.4773041,23.7671694,Auto-Outlet Tampere,5584
shopping,1473128129,8.31418771261729,-62.7135497331619,"CAMELEC, C.A.",8519
default,1424968399,60.2467631,24.8609654,Malminkartanon Hammaslääkärit,5586
default,1425121010,-1.2405517,36.7613986,Cookswell Jikos,5587
food,1425185594,48.890891,2.3395767,Restaurant Il Bugigattolo,5588
default,1425217653,57.1308209,-2.1189598,MailGhost,5589
default,1425227490,51.8302298,16.6008251,Augustus Design,5590
cafe,1425232202,51.0632308,-0.3310277,The EyeCafe,5591
default,1425247677,36.0132773,-5.6039062,Little Amsterdam,5592
default,1425249981,51.073297,16.9941032,Augustus Design,5593
default,1425412096,33.9198929,-84.3522835,Gino's Classic Barber Shoppe,5597
cafe,1425334065,51.428467,6.8794098,Nasch Café,5596
default,1425690765,48.7215719,-122.5128519,Balloun Law Professional Corporation,5603
default,1425546135,1.3316134,103.8899536,Organic 7 Days (Green Capsule),5598
default,1425556477,37.5349423,126.994628,Bitcoin Center Korea,5599
default,1425612168,43.6044997,-79.5191334,Lori's Locker,5600
default,1425657436,51.7202292,-3.3558829,Cognizance Nutrition,5601
atm,1425657437,51.4807772,-3.1817749,Lamassu Bitcoin ATM,5602
default,1425690765,48.7393169,-122.4686475,Limitless Law PLLC,5604
default,1425690765,48.7502231,-122.4726931,The Foundry,5605
food,1424952324,35.0960357,-80.677628,Steak 'n Hoagie Shop,5585
nightlife,1424606613,47.4980806,19.060874,Doblo Wine & Bar,5569
shopping,1472827089,50.8582877012926,8.53487244799908,beitz24.de,8505
nightlife,1473315674,33.2203481790857,132.567606568336,Rienda,8532
lodging,1425801500,38.7208505,-9.1243968,okupa lisboa,5609
nightlife,1425807310,25.6508609,-100.293384,La Charanda Bar,5610
default,1425807667,25.6595119,-100.3579516,Smile & Sense,5611
shopping,1425809867,25.6817691,-100.3166701,ComiCASTLE,5612
default,1425810538,25.6464076,-100.3238134,El Cowork,5613
food,1428743002,45.6529846,13.7824958,La Gastronomica - Creare Ricchezza,5614
lodging,1425852105,25.0458604,121.5041054,Hostel BeerBicycle 王老先生旅舍,5615
food,1425852599,25.0458986,121.5039157,Restaurant BeerBicycle 王老先生火鍋店,5616
shopping,1432906080,25.0459326,121.5040303,BeerBicycle 王老先生有塊地單車店,5617
default,1425853163,25.0459247,121.5038148,Money Exchange BeerBicycle 王老先生兌換現金,5618
nightlife,1425853961,25.1094974,121.4992638,BeerBicycle Beer Bar王老先生有塊地單車吧 北投吧,5619
shopping,1425854104,25.1095981,121.4994644,BeerBicycle 王老先生有塊地單車 北投店,5620
default,1425854327,25.1097229,121.4993013,Exchange BeerBicycle 王老先生外幣兌換 北投店,5621
default,1425888234,50.0378908,14.4856813,Flexitech s.r.o.,5622
default,1425897829,50.9186346,4.4225352,Elegant,5624
default,1425912108,49.6124015,6.1278781,Erwin SOTIRI - Avocat - Lawyer,5625
cafe,1425991921,53.7988422,-1.5427713,Global Tribe Cafe,5627
default,1498154525,24.1536700920804,-110.314047932625,ASEA,10103
food,1425997501,47.5516282,7.5884417,Salsicia piu',5629
food,1429012799,51.0585536,3.7216437,Gado Gado,5630
shopping,1426144602,51.0479856,3.72716,PIET Moodshop,5631
shopping,1426152299,51.0390543,3.7258623,World's end comics Gent,5632
default,1498171633,-25.4109938578913,-49.3377542495728,Virtus informática,10104
default,1426256391,45.8928495,11.0365521,NWHR S.r.l.s.,5635
shopping,1426313492,45.5556044,10.4095244,Mario Filippini,5638
default,1426522655,35.7131363,139.793986,Mokuhankan  Woodblock Prints,5639
cafe,1426352807,46.0524188,14.5062526,Kavarna Union,5640
food,1426415275,36.6141993,-4.5021028,Mi Sueno Food and Fun,5642
default,1426423584,53.3856976,-2.3507124,Diadem Jewellery,5643
default,1426442129,57.05684,9.936414,360service,5645
default,1426401585,29.9413031,-95.2721419,www.StakeCo.in,5641
default,1425785751,6.2585199,-75.5856807,CosteeleatioN,5608
default,1426516908,51.0532026,3.7245447,The Soap Story,5649
lodging,1426517913,42.8083296,23.0065545,Къща за гости ВиП,5650
default,1426518311,51.0385726,3.7341966,Esthetiek Ilse D,5651
default,1426540914,56.1355,9.613323,Fairtime Danmark,5652
default,1426540955,55.40114,10.42986,Morning Train Technologies ApS,5653
default,1426540993,56.46698,10.03926,StiftIVS.dk,5654
atm,1426568377,-37.8224187,144.964982,Coinstation,5655
default,1426577543,1.3320116,103.890991,Games Garage,5656
cafe,1426581936,3.1298561,101.6351041,Jeq in The House,5657
cafe,1426582165,3.1298561,101.6351041,Jeq in The House,5658
default,1426582673,3.130513,101.5952254,Hosptro2u.com,5659
shopping,1426604706,42.9999226,-85.65225,MPX Glass,5661
default,1426700117,40.5136905,-106.8185873,Mr Technical IT Consulting,5678
food,1426607805,55.6731721,12.5659021,John's Hotdog Deli,5662
default,1426618542,55.67754,12.5703,Chillo i/s,5663
food,1426618583,55.67744,12.5699,Musen & Elefanten,5664
default,1426618611,55.6821211,12.5719105,Tatto-Liz,5665
default,1426620127,55.67754,12.5703,Chillo i/s,5666
default,1426620196,55.72806,12.34427,Virtusdata,5667
shopping,1426620174,55.5133378,11.7315928,Qvist Consult,5668
cafe,1426620178,55.67912,12.5692,Sankt Peders Cafe,5669
default,1426627199,45.4479201,11.907847,Studio Dott.ssa Elisa Cerantola,5670
default,1426663834,22.791276,5.5256524,Bitcoin.Travel,5671
default,1426679241,49.5873963,17.3001969,"ONYX engineering, spol. s r.o.",5672
default,1426693207,47.5017938,19.0578154,Darabanth Aukciósház,5673
default,1426693572,42.6618396,23.2999158,Cloxy,5674
default,1426693711,42.6616877,23.2998701,PeerName,5675
default,1426694168,51.3622601,-0.151076,ParadiseCleaning,5676
default,1426695600,47.5110394,19.0533445,Medián webDIAG Kft.,5677
shopping,1426715694,37.7903704,-122.4207504,MANEFRAME Hairdooz,5679
default,1426732442,25.7759632,-80.1931007,SwitchMIA Miami Colocation,5680
default,1426732717,25.775908,-80.1929695,NocRoom Miami IT Services,5681
default,1426732967,25.7757896,-80.1930848,SoBIT Bitcoin Soical Network,5682
default,1426733143,25.6271665,-80.4152487,NocRoom Miami IT Services,5683
default,1426733332,25.7924764,-80.1341435,NocRoom Miami IT Services,5684
default,1426733250,25.7915453,-80.3177484,NocRoom Miami IT Services,5685
default,1426733470,25.6465617,-80.4234346,NocRoom Miami IT Services,5686
default,1426733880,26.1888153,-80.178944,NocRoom Miami IT Services,5687
default,1426747687,38.2334703,-122.637047,Acorn Chiropractic Club,5689
sports,1426754355,61.5046337,23.7631016,Puls & Träning Tampella,5691
cafe,1426516709,51.0536983,3.7239037,Caffè Rosario,5648
default,1467114817,44.9110278204465,8.21936130523682,3D - animazioni - video - foto - grafiche,8256
default,1426777734,25.7974819,-80.2302126,NocRoom IT Services Miami,5694
default,1426777779,25.7975112,-80.2300297,SwitchMIA Miami Colocation VPS,5695
default,1426778180,37.4717745,-121.9200808,SwitchMIA (peering point),5696
food,1426967584,38.2261006,-85.7302547,Double Dragon Chinese Restaurant,5701
sports,1426846880,56.0206088,22.236246,Endurance riding sport Club Topolis,5697
attraction,1426856196,55.6831243,12.5704656,Keyhunt live escape room,5698
food,1426888486,-33.0483812,-71.6223467,Restaurant y Bar Hotzenplotz,5699
shopping,1426927364,-33.5315689,-58.2181167,TIenda-Kiosco 18,5700
shopping,1427238012,37.7157386,-122.066623,Hayward Cycle Salvage,5707
attraction,1432367787,47.8990863,11.0734665,Hof-Biergarten Grenzebach,6450
food,1427044836,51.0388205,3.7263721,The Ribhouse,5702
default,1427821997,36.7185117,-4.4134031,Segway Málaga Experience,5703
shopping,1427570291,50.9623047,-114.1324746,Racquet Network,5718
default,1427212004,50.0780129,14.4151616,Gabby's Place Apartment - short term rentals,5705
default,1427218773,50.9837539,0.9582962,Globe Computing Ltd,5706
default,1427256033,5.3512288,100.3063295,Apartment / rooms for rent,5708
atm,1427404876,28.4947597,-81.3739854,Computer Tech Solutions,5712
default,1427364899,54.3583655,18.6467375,Artnet Sp. z o.o.,5711
food,1427468916,35.4429858,-80.8640806,Waterbean Coffee,5714
atm,1427437029,35.6564205,139.7335299,"Fujicrypto Co.,Ltd. (Bitcoin ATM)",5713
default,1427542986,43.3181082,76.9577878,YUNIS,5716
default,1427739467,44.8434321,-93.6926098,FurryCandy LLC,5721
default,1426777605,25.9462019,-80.1421336,NocRoom IT Services Miami,5693
grocery,1427706962,45.4387248,10.9899757,Confetteria Filarmonica,5719
default,1427726738,47.214486,8.635422,wolkenlos - Bergführer,5720
default,1427788163,39.9868523,-82.9080986,Actual Brewing Co,5722
shopping,1427821410,45.4073972,-122.7964783,Joseph B Young DMD PC,5724
shopping,1427792875,41.388569,2.1427609,naobi joiers,5723
default,1427823388,40.7066111,-73.5314377,East Meadow Car Wash Detailing & Window Tinting,5726
cafe,1427822955,36.6136694,-4.5024484,Euro Cafe / cafe  bar,5725
default,1427828931,42.6596632,-83.1256586,Liquids Vapor Shoppe,5729
lodging,1427832585,12.5766621,-81.7026713,Blue Almond Hostel,5730
cafe,1427157423,-28.5918961,153.2225714,Phoenix Rising Cafe,5704
sports,1426754634,61.5201806,23.6686796,Puls & Träning Lielahti,5692
atm,1475746182,36.4998781934861,-4.97785270214081,Iberobit,8657
atm,1427832708,36.6137004,-4.5025663,Euro Cafe / bitcoin atm,5731
default,1427845998,43.2448968,13.5865871,Calzaturificio Lauretta,5732
shopping,1427885229,52.3838165,9.7249854,Trionauten,5733
food,1428244892,47.1545761,9.5104579,Made in Italy,5743
attraction,1428063598,36.6816068,-6.1167244,Queen's English Institute,5736
default,1428089355,45.2102707,18.4049005,inSTO - Internet usluge,5737
food,1428106642,37.5940538,127.0164453,내가찾던중식당 오즈,5738
default,1428935248,-10.9141281,-37.0528589,Doutor Rodrigo Gualberto,5739
food,1428202343,48.7887431,-122.5142772,Black Pearl Asian Bistro,5741
shopping,1428349289,32.8250249,-117.0951633,sandiweb,5745
default,1428386510,38.2631602,-85.6073665,Louisville Pawn Depot,5746
food,1428504182,39.9181408,-75.0750403,Oasis Mexican Grill,5748
default,1428484415,45.8989625,11.0370549,Studio Carollo,5747
default,1428606791,25.7757397,-80.192966,Bitcoin VPS Hosting,5751
default,1428615006,42.2927701,-71.0504117,APC Integrated / A Plus Computer Services,5753
atm,1428609990,55.703651,12.4975725,Coinify,5752
food,1428702177,39.7485699,-104.9993451,Supper Bell,5757
shopping,1428620395,-45.0321289,168.6838115,Rent or Sell - Real Estate Portal,5754
default,1428686102,38.9562574,23.0936759,hellas-herbs.com,5755
atm,1428974042,38.5287929,-121.4724458,Bitcoin ATM,5765
default,1428730325,-8.6154458,115.1096532,Royal Kriyamaha Villa,5758
default,1428742713,45.6823039,9.7888959,Marco Capogrosso - Creare Ricchezza,5759
default,1428743824,45.4806159,10.8845682,Anna Cipriani - Creare Ricchezza,5760
lodging,1428849576,43.6240503,6.2249361,Le Jardin des Barjavelles,5761
default,1428930496,53.584002,10.0509007,lambdasoup.com,5762
shopping,1427981133,42.2698948,-71.0675595,Adi's Bike World,5735
default,1428947970,-1.2959769,36.774107,Bitduka,5764
default,1429309683,34.1253659,-118.2653153,Bruce Q's Barbershop and Salon,5767
default,1429378895,41.0380108,-73.7020693,Purchase Country Market,5768
default,1429638947,36.0728732,-87.382958,Spots Pots Pottery,5771
default,1429521956,50.1033514,14.4505473,MakersLab,5769
shopping,1429632281,18.0712811,-63.0795253,GN Sarl since 1993,5770
food,1428201013,48.7488281,-122.48029,HotPoint & Tea Express,5740
default,1430501610,10.6961526,-71.6325451,Tecnet,5813
shopping,1428934863,-33.8878347,151.1679613,Monstrosity Dreadlocks,5763
atm,1427979768,51.0372174,3.7270322,Outpost Game Center Bitcoin ATM,5734
default,1429692391,25.2725108,51.517445,Spark Digital,5774
default,1429717950,51.0528093,3.7246478,Thibault van Renne,5775
food,1429718341,51.0406741,3.717415,Mondvol,5776
default,1429718756,51.0517482,3.7146097,OSSByte,5777
default,1429719133,51.0335851,3.7223703,Gedrukt,5778
shopping,1429774183,44.3439309,8.5440705,Ferramenta e Casalinghi.,5779
default,1429807077,30.5013297,-87.2591648,Bird Eye Productions,5782
food,1429802489,50.6327635,3.0209538,Envies de saison,5781
default,1429857789,40.6877051,-73.9695136,Brooklyn Fleam,5784
lodging,1429976629,22.761087,121.1506539,Outside Inn,5785
food,1429987852,50.992904,7.0441273,Peking Garden,5786
nightlife,1429988451,52.0621489,8.3587727,Taverne am Alten Markt,5787
grocery,1429999463,51.9807374,5.9094551,Hemels Pattiserie,5788
cafe,1430052523,59.4033942,17.9465955,Blueberry,5789
food,1430074165,38.9761863,23.0959305,lola restaurant,5790
shopping,1430074376,38.9761637,23.0958167,lola market,5791
cafe,1430074644,38.9762531,23.0961773,lola cafe,5792
default,1430147793,45.6708291,18.9778116,iDoktor NS - Apple prodaja i servis BTC LTC exchange,5794
default,1483130607,29.510433684908,71.2229919433594,KAMRAN CHATTHA,9047
shopping,1430319911,25.8931971,-80.1251651,Gray&Sons,5801
nightlife,1430360132,-33.8694218,151.2051817,Spawn Point Small Bar,5809
default,1430177268,41.9691376,2.8237483,Espai Bitcoin,5797
atm,1430239198,41.9691121,2.8237426,Caixer bitcoin Espai Bitcoin,5798
default,1430294361,48.1784837,16.2770111,Kask,5799
default,1430299813,-25.4103708,-49.2050589,Electro VIBE - Festas & Eventos,5800
default,1430321577,50.4426473,30.5229174,Awebia,5802
cafe,1433170239,-24.7885972,-65.4086375,Don Welindo,5803
atm,1430323552,41.0838069,1.1324543,Caixer bitcoin Infocoste Salou,5804
atm,1430324121,41.6106496,0.6340061,Caixer bitcoin Importmatica,5805
default,1430335917,38.1042573,15.6441114,Tripodi Autoscuola,5806
default,1430337840,53.5489408,9.9997182,Tegtmeier Internet Solutions e.K.,5807
lodging,1430352745,-23.5548107,-46.6897139,Giramondo Hostel,5808
nightlife,1430361147,-33.8694276,151.2048541,Since I Left You,5810
default,1430438459,48.4335461,-123.5158548,Stillpoint Community Acupuncture,5812
default,1430417435,-29.656887,-52.9367679,SysWebTec Consutoria Digital,5811
default,1429775638,30.2394202,-97.8393064,The Print Shoppe,5780
grocery,1429658331,61.4975583,23.7768338,East Asia Mart,5773
lodging,1467202672,46.7168089531781,13.3060258626938,Bio-Vitalhotel Weissenseerhof,8276
food,1467202186,48.134346562878,11.5759366750717,Tian Restaurant,8275
food,1432210145,52.3638739,9.7173589,Suppenstube,5817
sports,1430738414,36.5459923,29.1236893,AQUILA TANDEM PARAGLIDING (LIBTOUR),5818
lodging,1430772104,45.2182702,14.6250325,Apartments Rudy,5819
shopping,1430858772,55.69925,12.53774,AkutVodka,5820
default,1430873365,-10.906572,-37.0622145,R&S Alimentos - Espetinhos & Eventos,5822
food,1430905808,52.3652364,9.7184302,Mio Mio,5823
default,1430907605,52.3681707,9.7204429,PEY,5824
transport,1431095257,36.634129,-81.7846326,The Bike Station,5829
atm,1431010581,45.7281486,-73.5096543,Guichet Instacoin - Houston Avenue Bar & Grill,5826
default,1431027738,-7.03632,-34.8552651,Jurandy do Sax,5827
food,1431051577,20.3032952,-103.2650591,St. Remy du Lac,5828
shopping,1431112083,35.9245769,14.4873186,Looking Good,5831
shopping,1431236027,33.651836,-112.2939312,Carpet Repair,5833
shopping,1431415641,37.7830087,-122.4608919,Amazing Flowers and Events,5837
shopping,1432507209,41.9759896,2.8190904,APP Informàtica,5834
shopping,1431388987,-34.5743522,-58.4418054,Electro Fashion,5835
shopping,1430974537,33.6271683,-112.2649206,Carpet Repair,5825
shopping,1431556755,33.604525,-112.2056543,Carpet Repair-Jerry Boerwinkle,5841
attraction,1433333381,52.3702339,9.7140706,TAK Theater am Küchengarten,5838
nightlife,1431448398,52.3671165,9.717093,Insider,5839
shopping,1431545517,-26.468332,-48.9682352,Beraldo Informática,5840
shopping,1431570655,-34.6149258,-58.4364912,Persistir Pilchas,5842
default,1431616427,-23.6151839,-46.6767619,ProduWeb,5843
default,1431623928,56.9359357,24.1631885,Bitshop,5844
default,1431672207,36.6242405,29.1125236,Elite Diving Centre,5845
default,1431674705,39.9304596,-0.1138123,Talleres Talia S.L.,5846
nightlife,1431742731,22.6182889,120.2941236,Black Dog Pub,5847
default,1431796021,39.458733,-0.33805,bisnesmart.com,5848
atm,1431798860,41.9693321,2.8237554,ATM Espai Bitcoin,5849
atm,1431799087,41.0835703,1.1322793,ATM Infocoste Salou,5850
atm,1431799322,41.610547,0.6340536,ATM Importmatica,5851
default,1431956161,47.4510182,8.5274404,Elektro Zollinger,5852
default,1431961757,51.5234066,-0.1026775,Vasagle Art Dealer. Emerging Art Markets,5853
default,1393125523,52.8124009,-1.6274153,TIBOR's Garage,5986
cafe,1431409062,-37.8196388,144.9564456,Altius Coffee Brewers,5836
default,1430686833,59.7351697,17.3098485,Örsundsbro läkemedel,5815
default,1472696258,-23.2052158401665,-45.8998864889145,Joana Carvalho Aulas Particulares ,8504
food,1432192457,-8.5082097,115.2642961,Seeds of Life,5857
lodging,1432234113,-32.8919159,-68.8575215,Mednoza Inn,5858
default,1432243664,41.8968138,12.4936094,3GATTI ARCHITECTURE STUDIO,5859
atm,1432245896,41.6990321,2.8473901,Caixer bitcoin APP Informàtica,5860
default,1432251260,-36.7774348,174.6923603,Multimeda & Animation Artist,5861
default,1432251372,-36.7774348,174.6923603,Multimeda & Animation Artist,5862
shopping,1432297393,47.2953136,8.5643543,Offizieller Ledger Wallet Reseller (Schweiz),5863
default,1432297715,43.0226929,16.2102332,Villa Vinka,5864
food,1432830967,48.106726,-122.7777586,Marina Cafe,5882
default,1432389083,47.6377593,12.2187839,Beyond IT KG,5866
default,1432418056,45.5232618,-73.7092373,World Bitcoin,5867
default,1432450821,7.9105484,98.346848,Android Development,5868
shopping,1432683255,43.64308,-79.4220565,Good Robot,5876
default,1432456173,55.1568173,61.3990256,Freelance Designer,5870
food,1432506617,41.6980962,2.8187849,Restaurant Papalus,5871
default,1432507593,41.9822339,2.824921,Raúl Muñoz Pacheco - Arquitecte Tècnic,5872
default,1432558889,51.95723,5.5669079,Jos Wielink Coaching,5873
atm,1432760594,40.4319827,-3.6972684,Cajero bitcoin Santa Engracia,5877
nightlife,1432780081,35.6579112,139.6991431,ラニカイ,5878
default,1432781487,35.7320785,139.767673,大澤税務会計事務所,5879
shopping,1432828615,-26.8158556,-65.2159465,Nanitos - Peluqueria y Boutique,5881
default,1433014417,34.1396277,-118.3786666,$300 Data Recovery,5890
nightlife,1432910970,60.1694624,24.944314,Time Bar,5885
default,1432971009,1.3257999,103.9320133,Neo Smiles Dental Studio,5886
grocery,1432981135,50.2161744,7.1029092,Hühner-Eier. Hen's eggs,5887
default,1432984049,53.7988242,-1.5427351,Global Tribe Crystals,5888
shopping,1432984201,53.9647347,-1.0832173,Cut,5889
default,1433226435,42.0369841,-88.1656677,BitLendingClub,5894
food,1433212843,10.2130967,-68.0164569,Bitcoin Gourmet,5891
default,1433225265,22.4708706,114.2176993,HKBay,5892
default,1433225859,47.3555139,8.5532238,KULTUhR Tourbillon Watches,5893
shopping,1433319978,42.6254766,-83.0304674,Liquids Vapor Shoppe,5898
cafe,1433266104,40.5768085,-3.9584424,The Home Academy,5895
default,1433266834,-25.4529075,-49.2841982,QueroVinho.com,5896
shopping,1432455257,43.655064,-79.3721401,M Ward,5869
shopping,1432824428,37.1710043,-94.841604,Liberty Gun Sales,5880
default,1433304200,-33.7914917,151.0812051,BitScan Pty.,5897
food,1432109647,35.6681437,139.726493,乃木坂ヴィラージュ,5855
atm,1467209797,39.9869769881503,-75.1561349630356,Athena Bitcoin ATM,8277
food,1433329788,35.6742561,139.7686195,銀座沼津港,5900
shopping,1433332996,41.5022138,-5.7557836,Librería Compás,5901
default,1433463676,53.9599637,-1.0812673,CeX,5902
atm,1433534067,45.5245185,-73.711012,Guichet Bitcoin Instacoin - Euromarché,5903
atm,1433712966,41.404082,2.1935943,Caixer bitcoin Universitat Pompeu Fabra Poblenou,5905
shopping,1433760381,39.4672835,-0.3666343,Pronoise,5906
default,1433772627,-22.7714255,-41.9002268,GR Design,5907
default,1433773443,45.3781168,-1.1578604,Annaka,5908
default,1433774556,49.6935085,13.4725758,Avantgarden,5909
shopping,1404694897,42.3569728,-71.132552,Vivant Vintage,5915
default,1400062201,50.008749,8.2405324,Pengland Mainz e.V.,5912
transport,1388430992,48.2000939,17.4651781,Letisko Kráľova pri Senci,5913
food,1383956358,47.4808099,8.2077334,Hotel Gotthard,5914
default,1402765588,34.0024261,-84.0841295,US Plastics Recovery,5921
lodging,1405579020,45.5253956,-73.523435,Sandman,5916
default,1386854291,41.0370747,28.9848288,Bitcoin/Litecoin  Alim/satim,5910
default,1406500104,50.0984776,14.4327679,Fair Art,5917
default,1397677774,51.0571812,13.7202605,Wissenschaftsladen Dresden,5918
default,1391631214,40.4317501,-86.9081894,West Oak Street,5911
default,1386164314,33.4059202,-84.514699,Wee Three Trees Christmas Tree Farm,5922
default,1405571967,36.9750305,-122.0257177,Lulu's at the Octagon,5923
attraction,1369308897,37.7824557,-122.4717026,Internet Archive,5924
default,1390578348,40.8505287,-111.9123274,A Broke Windshield,5927
shopping,1400955871,40.1957088,-74.0213878,All Shore Printing,5928
food,1395347022,39.1248368,-94.8268318,Chiusano's Brick Oven Pizzeria,5931
lodging,1373143275,45.4945784,10.4657579,Agriturismo Il Falcone,5929
default,1389700967,49.9099076,10.832698,Ingenieurbüro Heber,5930
default,1379190349,33.9832245,-84.3496663,"testLegal Video Consulting, LLC",5933
shopping,1433320134,42.6514452,-83.0324522,Liquids Vapor Shoppe,5899
default,1396314219,34.0594267,-118.2369556,Spring St. Smokehouse,5940
default,1400157018,51.5347309,-0.1018128,Multichannel Studios,5935
default,1386864493,51.4936219,-0.2801741,Power Road Studios,5936
default,1384732724,37.3843914,-122.013469,Plug and Play Tech Center,5941
default,1385325529,47.2860646,8.2241931,"Windsurfschule CHUCK SURF, Strandbad Seerose",5938
default,1398940281,38.2850808,21.7896808,Aristotelis Triantafyllopoulos,5942
atm,1467212509,40.035537769635,-75.1747924089432,Athena Bitcoin ATM,8278
shopping,1388794651,52.6704256,4.7028673,KnipKnapper,5944
shopping,1389316510,36.9845839,-121.9698965,Noram Auto Service,5956
default,1387227903,51.5106799,5.0520091,Misura Maatwerk,5947
default,1390325610,52.3481634,4.624346,Succes Facilitator,5948
shopping,1387215966,52.2026936,6.1963399,Goede-Tijden,5949
shopping,1401031210,48.8672153,2.3595567,Beaubien,5951
food,1400493030,51.3842892,-0.4171481,Olive,5953
default,1393691877,52.0660068,4.3424741,Sickboards,5955
attraction,1396153092,38.8884635,-77.0186382,National Air & Space Museum,5965
default,1409934056,45.6990283,9.089832,Studio Davide Oglialoro - Progettazione impianti elettrici,5957
default,1385824734,50.23006,12.867278,Trafika U Holoubků,5958
lodging,1421666877,45.8907977,11.0376389,Hotel Rovereto,5960
grocery,1431481961,47.4081613,0.676955,Mr Bitcoin,5961
shopping,1427461402,51.0585975,4.3435078,wrak - kringwinkel,5962
default,1397136224,49.8267485,18.2547757,Need4seed,5963
default,1397136224,49.8264819,18.2550559,Klecka shop,5964
default,1389316510,30.3827485,-97.74311,Tech Ranch,5970
shopping,1402876302,45.3948955,-75.8304051,Taxi,5967
lodging,1385385590,50.6806813,10.9076722,Ferienwohnung Lessingpark,5966
default,1416936527,44.6956659,10.6353574,Via San Martino,5968
default,1388488856,46.6706842,11.1632332,Consulenza Finanziaria indipendente,5969
default,1386581199,35.0692154,-85.2897437,Nooga Labs,5978
default,1389222442,49.0770589,19.3009865,paul D. lucas - reklama a creative štúdio,5971
default,1393232741,53.6842995,17.5663352,B&B Jan Burglin Pracownia projektowa,5973
default,1398180391,36.5546204,31.9980787,Yigit Demirel Freelance WebMaster,5974
default,1388855671,51.4719351,7.3250913,Zahnarztpraxis Tomic,5975
default,1391437088,45.5281888,10.2371405,Packet Loss s.r.l.,5976
default,1384925484,44.5563059,-0.2510217,Stickerzlab,5977
shopping,1394676867,40.9033651,-74.5519551,Toys R Us,5981
default,1416231836,48.9132678,2.2722251,PCDUO.FR,5979
atm,1423619331,41.8764709,-87.6335336,O'Neils on Wells,5972
default,1402593659,50.0378489,10.2458164,Weingut Dahms,5982
default,1429296788,51.0479913,3.6936849,Glamsmile,5984
default,1390789252,45.827512,-0.026427,Maison Bitcoinrat,5985
default,1391549074,51.1444443,-2.7210104,Massage remedies,6029
default,1393472973,49.2490036,-122.9203231,Jackie's Computers,5983
default,1408433552,48.0470634,17.1512987,"M&P Group Slovakia, s.r.o.",5943
atm,1467232360,32.7261232437694,-97.3324459791183,Athena Bitcoin ATM,8279
shopping,1386352342,43.7393281,-79.2349516,Unity Automotive,6019
default,1391642818,29.4270451,-98.4922547,CryptoTrustPoint,5998
default,1385729850,51.7461815,-1.2560396,Imperica,5990
default,1389636756,52.5406765,13.4169456,Kunstsalon Europa,5991
default,1400404128,48.298121,14.2877698,Auersperg,5992
lodging,1412427411,45.9878015,9.2607695,Hotel Centrale Bellagio,5993
default,1425049535,53.0126506,18.6117068,CILICIA VARDAN PETROSYAN,5995
default,1385936914,53.0116763,18.609068,Green Hostel,5996
shopping,1422835336,53.0251412,-2.2413558,Overclockers UK,5997
nightlife,1380258704,43.0407955,-87.906093,Bad Genie,6000
default,1384339502,-43.5710131,172.7605733,Chameleon SEO,5999
food,1395399770,39.1902968,-96.605829,Chens Chinese Restaurant,6005
grocery,1417821011,45.4964474,-73.578321,AutoCoinage Bitcoin ATM/Mackay Depanneur,6001
default,1414336867,53.3830536,-1.4673909,CeX Sheffield,6002
cafe,1386809384,40.5786076,-105.07834,Alley Cat Cafe,6006
transport,1400525865,34.2427375,-119.1813041,Law Office of Charlotte C Lin,6007
default,1387958926,37.4535493,-122.1760114,Erin Wooldridge at Burgess Pool,6013
default,1376337302,43.1328379,-87.9700376,"Keiding, Inc.",6025
default,1404914862,46.4496209,11.2693931,Residence Sunny - Appartament Hotel,6008
default,1400157019,51.997458,7.5705714,evado GmbH,6009
